County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,health_insurance_rate,unemployment_rate,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Decatur County,Tennessee,47,39,22.1,11.5,550.0,31.9,102.0,11044.0,11681.0,30.2,22.6,36427.0,0.0,89.1,9.7,0.4762,91800.0,21.1,341.0,11681.0,11044.0,21098.0,2017
Deer Lodge County,Montana,30,23,22.7,17.1,522.0,34.0,82.0,8500.0,9131.0,31.5,18.8,41235.0,123.0,91.0,2.3,0.4601,116700.0,15.8,34.0,9131.0,8500.0,25107.0,2017
Defiance County,Ohio,39,39,12.7,16.2,703.0,37.2,220.0,34866.0,38311.0,23.7,11.0,55295.0,147.0,93.1,5.0,0.3953,112700.0,23.4,741.0,38311.0,34866.0,26941.0,2017
Del Norte County,California,6,15,22.5,14.4,826.0,38.8,203.0,21073.0,27442.0,22.8,23.2,41287.0,2158.0,91.9,9.5,0.481,185900.0,21.2,493.0,27442.0,21073.0,20809.0,2017
Delaware County,Indiana,18,35,16.3,23.9,708.0,44.5,1018.0,102569.0,115938.0,22.0,21.2,41208.0,88.0,90.1,7.9,0.473,88600.0,18.9,8463.0,115938.0,102569.0,23271.0,2017
Delaware County,Iowa,19,55,10.5,16.9,593.0,32.5,80.0,17003.0,17326.0,25.5,9.2,60534.0,10.0,96.0,2.5,0.4282,126000.0,24.0,48.0,17326.0,17003.0,30768.0,2017
Delaware County,New York,36,25,16.3,21.6,696.0,33.6,456.0,43659.0,45950.0,30.9,16.5,47921.0,67.0,92.9,7.1,0.4438,138000.0,17.6,904.0,45950.0,43659.0,26016.0,2017
Delaware County,Ohio,39,41,7.5,53.8,1001.0,37.8,1332.0,170538.0,193024.0,17.6,5.1,100229.0,152.0,96.0,2.6,0.4306,279800.0,27.4,6611.0,193024.0,170538.0,45116.0,2017
Delaware County,Oklahoma,40,41,23.8,16.5,655.0,31.3,380.0,27394.0,41878.0,31.2,19.0,38234.0,8925.0,81.4,8.3,0.4532,110000.0,20.9,107.0,41878.0,27394.0,22175.0,2017
Delaware County,Pennsylvania,42,45,11.8,37.7,1032.0,38.9,5513.0,392912.0,563384.0,22.0,10.4,69839.0,749.0,93.8,6.8,0.4805,235200.0,22.2,119269.0,563384.0,392912.0,36747.0,2017
Delta County,Colorado,8,29,18.0,19.4,847.0,30.7,291.0,28400.0,30217.0,32.3,16.5,42487.0,290.0,87.1,8.5,0.4863,206200.0,20.4,349.0,30217.0,28400.0,25546.0,2017
Delta County,Michigan,26,41,18.8,20.7,558.0,31.1,317.0,34166.0,36395.0,30.2,14.4,44639.0,702.0,92.5,6.5,0.4381,105900.0,20.3,96.0,36395.0,34166.0,25582.0,2017
Delta County,Texas,48,119,19.2,17.4,565.0,32.6,31.0,4459.0,5172.0,28.9,22.9,42642.0,9.0,84.6,6.4,0.4382,73100.0,22.6,411.0,5172.0,4459.0,22732.0,2017
Denali Borough,Alaska,2,68,12.3,44.5,871.0,45.6,2.0,1912.0,2303.0,20.9,15.5,83295.0,50.0,79.2,1.9,0.3568,224200.0,14.1,4.0,2303.0,1912.0,33084.0,2017
Dent County,Missouri,29,65,25.2,12.9,510.0,32.2,159.0,14941.0,15566.0,27.8,20.8,38829.0,138.0,81.8,7.3,0.4585,107300.0,23.0,77.0,15566.0,14941.0,20908.0,2017
Denton County,Texas,48,121,7.9,43.4,1109.0,44.4,8870.0,592740.0,781321.0,13.6,8.4,80290.0,3278.0,87.8,4.5,0.4346,232000.0,25.8,72394.0,781321.0,592740.0,37928.0,2017
Denver County,Colorado,8,31,9.6,46.5,1131.0,49.1,12734.0,521481.0,678467.0,16.1,15.1,60098.0,6537.0,88.5,4.5,0.5001,322900.0,20.4,64466.0,678467.0,521481.0,38991.0,2017
Des Moines County,Iowa,19,57,15.4,19.8,743.0,34.3,444.0,36099.0,39876.0,26.6,15.3,47524.0,65.0,93.1,5.6,0.4447,101400.0,22.8,2414.0,39876.0,36099.0,27168.0,2017
Deschutes County,Oregon,41,17,13.0,33.7,1061.0,36.4,2322.0,164057.0,175321.0,25.9,12.1,59152.0,809.0,89.3,5.5,0.4484,298200.0,21.2,969.0,175321.0,164057.0,31575.0,2017
Desha County,Arkansas,5,41,20.0,12.6,533.0,34.3,104.0,5875.0,12094.0,25.2,32.6,27036.0,27.0,89.9,12.2,0.4871,56700.0,25.7,5744.0,12094.0,5875.0,18187.0,2017
Deuel County,Nebraska,31,49,14.3,18.1,658.0,32.3,6.0,1822.0,1901.0,31.6,11.1,53438.0,19.0,84.8,4.1,0.3993,76300.0,19.5,1.0,1901.0,1822.0,28225.0,2017
Deuel County,South Dakota,46,39,13.3,20.1,438.0,31.1,5.0,4264.0,4282.0,28.8,10.0,57969.0,3.0,93.9,1.8,0.376,112700.0,23.1,0.0,4282.0,4264.0,29204.0,2017
Dewey County,Oklahoma,40,43,15.6,21.8,644.0,32.8,29.0,4388.0,4904.0,25.0,18.6,52930.0,40.0,84.0,2.3,0.4515,86700.0,26.8,8.0,4904.0,4388.0,25821.0,2017
Dewey County,South Dakota,46,41,10.5,14.6,542.0,37.9,30.0,1166.0,5709.0,13.6,31.4,41190.0,4437.0,70.1,25.9,0.4773,65700.0,35.7,7.0,5709.0,1166.0,17267.0,2017
Dickens County,Texas,48,125,22.6,15.2,488.0,36.2,16.0,2000.0,2224.0,29.7,16.6,43088.0,23.0,79.3,15.0,0.5074,54200.0,21.9,69.0,2224.0,2000.0,24171.0,2017
Dickenson County,Virginia,51,51,25.6,9.3,569.0,34.7,86.0,14915.0,15181.0,27.5,23.0,29916.0,0.0,89.3,5.6,0.5517,77500.0,20.2,125.0,15181.0,14915.0,21082.0,2017
Dickey County,North Dakota,38,21,10.1,27.6,608.0,34.6,70.0,4861.0,5041.0,28.3,6.3,58357.0,54.0,94.8,2.6,0.4041,110400.0,21.8,69.0,5041.0,4861.0,30510.0,2017
Dickinson County,Iowa,19,59,15.1,29.5,743.0,30.6,117.0,16535.0,17000.0,33.0,8.1,59889.0,48.0,95.3,3.0,0.4328,175900.0,19.2,91.0,17000.0,16535.0,36588.0,2017
Dickinson County,Kansas,20,41,16.7,20.8,659.0,34.5,165.0,18107.0,19162.0,25.4,11.6,49663.0,172.0,93.0,5.4,0.4012,110700.0,24.2,174.0,19162.0,18107.0,24434.0,2017
Dickinson County,Michigan,26,43,17.6,25.5,672.0,31.9,251.0,24811.0,25694.0,29.0,15.2,45681.0,205.0,92.3,6.0,0.4414,92100.0,20.0,153.0,25694.0,24811.0,25998.0,2017
Dickson County,Tennessee,47,43,16.6,14.7,736.0,37.5,588.0,47548.0,51341.0,21.1,14.5,47398.0,202.0,87.9,4.7,0.4681,146300.0,23.6,2030.0,51341.0,47548.0,25211.0,2017
Dillingham Census Area,Alaska,2,70,12.2,17.4,1039.0,41.4,30.0,868.0,4974.0,14.1,16.6,58708.0,3627.0,76.1,11.4,0.4284,189500.0,31.0,22.0,4974.0,868.0,24647.0,2017
Dillon County,South Carolina,45,33,20.4,11.2,543.0,36.9,249.0,14754.0,31073.0,21.3,30.6,30866.0,714.0,83.2,9.1,0.4766,67200.0,25.8,14707.0,31073.0,14754.0,15638.0,2017
Dimmit County,Texas,48,127,21.9,10.1,733.0,39.5,48.0,10135.0,10822.0,21.3,30.2,31384.0,0.0,72.3,15.0,0.5134,65200.0,30.1,6.0,10822.0,10135.0,17939.0,2017
Dinwiddie County,Virginia,51,53,16.7,16.6,945.0,36.3,142.0,18149.0,28033.0,22.7,14.8,54640.0,3.0,89.3,8.3,0.4324,160100.0,20.9,8912.0,28033.0,18149.0,25981.0,2017
Divide County,North Dakota,38,23,15.9,19.4,823.0,27.3,7.0,2229.0,2378.0,34.9,13.0,54223.0,27.0,94.9,2.4,0.521,150800.0,18.6,23.0,2378.0,2229.0,39171.0,2017
Dixie County,Florida,12,29,26.4,9.1,661.0,31.4,80.0,14224.0,16323.0,31.1,23.7,35910.0,67.0,82.5,6.2,0.4692,71600.0,18.7,1167.0,16323.0,14224.0,19342.0,2017
Dixon County,Nebraska,31,51,12.5,18.8,671.0,32.4,49.0,5463.0,5765.0,26.9,10.3,57036.0,27.0,92.0,3.3,0.3976,87600.0,25.2,17.0,5765.0,5463.0,26094.0,2017
Doddridge County,West Virginia,54,17,20.5,14.9,558.0,36.9,9.0,8230.0,8570.0,28.7,14.9,44437.0,8.0,93.2,6.5,0.3982,105900.0,17.3,118.0,8570.0,8230.0,21164.0,2017
Dodge County,Georgia,13,91,18.4,14.6,538.0,39.1,128.0,14116.0,21063.0,22.4,22.2,35290.0,8.0,86.8,9.0,0.4504,73400.0,20.5,5852.0,21063.0,14116.0,18563.0,2017
Dodge County,Minnesota,27,39,8.8,24.6,639.0,37.1,75.0,19706.0,20485.0,19.6,5.7,71078.0,67.0,95.4,2.9,0.3757,167900.0,27.0,61.0,20485.0,19706.0,31417.0,2017
Dodge County,Nebraska,31,53,13.5,19.0,719.0,36.2,342.0,34443.0,36576.0,24.9,13.2,51748.0,325.0,89.0,4.4,0.43,119600.0,23.6,365.0,36576.0,34443.0,27162.0,2017
Dodge County,Wisconsin,55,27,11.5,16.1,769.0,36.6,689.0,82283.0,87833.0,23.2,8.8,56038.0,514.0,95.4,4.8,0.3917,156200.0,20.6,2144.0,87833.0,82283.0,27000.0,2017
Dolores County,Colorado,8,33,22.5,19.8,826.0,25.1,12.0,1662.0,1736.0,30.9,14.1,40352.0,15.0,92.7,0.4,0.4477,122000.0,20.8,0.0,1736.0,1662.0,23190.0,2017
Dona Ana County,New Mexico,35,13,12.6,27.4,735.0,42.4,1999.0,188911.0,213849.0,19.6,27.9,39114.0,2404.0,86.7,9.3,0.4924,140700.0,25.4,3809.0,213849.0,188911.0,21050.0,2017
Doniphan County,Kansas,20,43,16.2,17.0,614.0,39.1,20.0,7174.0,7790.0,26.2,13.7,50300.0,117.0,88.0,4.5,0.4175,95300.0,20.2,292.0,7790.0,7174.0,24520.0,2017
Donley County,Texas,48,129,18.2,18.9,612.0,36.7,15.0,3153.0,3433.0,31.3,14.9,44429.0,25.0,84.4,4.6,0.442,65100.0,20.0,129.0,3433.0,3153.0,23212.0,2017
Dooly County,Georgia,13,93,18.3,9.9,509.0,38.5,129.0,6158.0,14053.0,25.1,23.2,33389.0,1.0,83.0,10.5,0.4456,83200.0,18.7,6986.0,14053.0,6158.0,16867.0,2017
Door County,Wisconsin,55,29,13.7,32.7,756.0,28.2,427.0,26488.0,27443.0,37.4,8.4,56494.0,148.0,95.7,4.6,0.4256,204700.0,16.3,191.0,27443.0,26488.0,34253.0,2017
Dorchester County,Maryland,24,19,17.6,20.1,869.0,33.3,368.0,21345.0,32386.0,27.5,15.4,50532.0,27.0,94.4,8.3,0.4704,179300.0,21.2,8901.0,32386.0,21345.0,28911.0,2017
Dorchester County,South Carolina,45,35,12.3,27.4,1003.0,40.4,1205.0,102966.0,151716.0,18.5,11.8,58685.0,698.0,89.3,6.2,0.4228,177500.0,25.2,38986.0,151716.0,102966.0,27317.0,2017
Dougherty County,Georgia,13,95,15.3,20.7,701.0,41.0,1540.0,25240.0,91522.0,20.8,30.5,34541.0,145.0,82.0,15.8,0.5051,102100.0,24.7,62752.0,91522.0,25240.0,20292.0,2017
Douglas County,Colorado,8,35,6.5,58.0,1574.0,38.5,1966.0,287821.0,320940.0,15.6,3.6,111154.0,815.0,96.4,3.3,0.3986,407100.0,27.8,3806.0,320940.0,287821.0,48725.0,2017
Douglas County,Georgia,13,97,11.6,26.7,1014.0,41.0,1334.0,67714.0,140152.0,15.7,14.2,59333.0,166.0,85.6,7.9,0.4092,140100.0,26.6,63019.0,140152.0,67714.0,25449.0,2017
Douglas County,Illinois,17,41,12.2,18.9,674.0,36.6,115.0,19101.0,19830.0,23.1,12.1,52261.0,101.0,84.9,5.4,0.432,102700.0,25.3,64.0,19830.0,19101.0,26284.0,2017
Douglas County,Kansas,20,45,10.8,50.0,869.0,53.5,1708.0,97758.0,117806.0,15.7,18.7,54370.0,2754.0,91.3,4.7,0.4753,188100.0,18.9,4840.0,117806.0,97758.0,29438.0,2017
Douglas County,Minnesota,27,41,12.7,25.2,737.0,32.8,333.0,35839.0,36891.0,28.8,8.4,58667.0,149.0,96.5,3.1,0.444,197200.0,21.4,245.0,36891.0,35839.0,33336.0,2017
Douglas County,Missouri,29,67,20.9,9.4,549.0,29.9,95.0,13247.0,13391.0,29.1,20.6,33003.0,14.0,84.7,7.0,0.4402,101700.0,21.2,14.0,13391.0,13247.0,18095.0,2017
Douglas County,Nebraska,31,55,10.6,37.9,871.0,42.2,7356.0,438788.0,549706.0,17.4,13.5,58640.0,2629.0,89.9,4.4,0.4675,155100.0,25.8,61063.0,549706.0,438788.0,32023.0,2017
Douglas County,Nevada,32,5,15.4,27.2,1094.0,29.0,427.0,42035.0,47632.0,34.3,9.8,61176.0,961.0,89.2,6.2,0.4468,311400.0,17.9,288.0,47632.0,42035.0,35727.0,2017
Douglas County,Oregon,41,19,21.0,17.0,772.0,31.5,1094.0,99558.0,107576.0,32.9,17.0,44023.0,1304.0,92.1,8.9,0.4443,174200.0,19.5,450.0,107576.0,99558.0,25002.0,2017
Douglas County,South Dakota,46,43,13.0,18.9,518.0,27.7,4.0,2796.0,2940.0,30.1,8.2,52543.0,80.0,87.3,0.9,0.4256,80800.0,23.8,0.0,2940.0,2796.0,27603.0,2017
Douglas County,Washington,53,17,18.2,18.3,836.0,36.6,176.0,28900.0,40585.0,22.5,13.7,55805.0,357.0,87.2,3.9,0.3888,229100.0,26.4,129.0,40585.0,28900.0,25060.0,2017
Douglas County,Wisconsin,55,31,14.9,23.9,747.0,37.0,560.0,40475.0,43503.0,24.0,14.2,50730.0,758.0,93.4,5.6,0.4215,140400.0,20.3,533.0,43503.0,40475.0,27844.0,2017
Drew County,Arkansas,5,43,22.2,18.5,647.0,41.2,124.0,12803.0,18620.0,20.9,24.4,36092.0,18.0,91.4,9.0,0.4886,93200.0,22.0,5358.0,18620.0,12803.0,20300.0,2017
DuPage County,Illinois,17,43,8.2,48.0,1224.0,38.7,7925.0,729495.0,931826.0,20.3,6.8,84442.0,1827.0,93.3,5.2,0.4549,289900.0,23.3,43525.0,931826.0,729495.0,42050.0,2017
Dubois County,Indiana,18,37,10.9,21.4,586.0,35.6,382.0,39941.0,42379.0,23.5,10.0,57307.0,103.0,93.5,2.9,0.4207,146000.0,24.5,243.0,42379.0,39941.0,28302.0,2017
Dubuque County,Iowa,19,61,10.7,30.0,742.0,37.8,874.0,90019.0,96571.0,22.9,11.9,59150.0,133.0,95.7,3.9,0.4366,157200.0,23.1,2791.0,96571.0,90019.0,30117.0,2017
Duchesne County,Utah,49,13,12.1,14.5,848.0,40.2,73.0,18181.0,20259.0,15.4,12.7,63000.0,873.0,85.1,6.2,0.3871,178100.0,34.5,40.0,20259.0,18181.0,23323.0,2017
Dukes County,Massachusetts,25,7,9.2,46.3,1441.0,33.3,163.0,15224.0,17275.0,29.6,8.4,67535.0,271.0,96.8,3.0,0.5096,674600.0,18.9,672.0,17275.0,15224.0,42956.0,2017
Dundy County,Nebraska,31,57,11.1,21.1,507.0,29.4,0.0,1996.0,2017.0,27.1,10.5,44653.0,1.0,81.3,3.6,0.431,73900.0,24.6,3.0,2017.0,1996.0,26949.0,2017
Dunklin County,Missouri,29,69,21.6,12.9,535.0,35.1,382.0,26118.0,30905.0,23.4,26.6,32348.0,114.0,84.9,6.9,0.47,69500.0,25.9,3003.0,30905.0,26118.0,18878.0,2017
Dunn County,North Dakota,38,25,13.7,23.0,887.0,34.3,17.0,3667.0,4349.0,24.8,10.6,68594.0,439.0,81.6,3.5,0.5259,168800.0,22.5,43.0,4349.0,3667.0,42438.0,2017
Dunn County,Wisconsin,55,33,11.8,27.7,742.0,44.8,366.0,41618.0,44260.0,20.4,12.8,54605.0,125.0,93.0,4.7,0.4145,156700.0,20.0,270.0,44260.0,41618.0,26354.0,2017
Duplin County,North Carolina,37,61,19.0,10.8,640.0,36.2,605.0,39834.0,59350.0,23.2,26.3,36679.0,163.0,80.7,9.3,0.4452,88800.0,24.7,14723.0,59350.0,39834.0,18529.0,2017
Durham County,North Carolina,37,63,10.3,47.3,966.0,45.9,4953.0,153235.0,300865.0,17.2,16.4,56393.0,810.0,86.9,5.8,0.4797,195900.0,21.7,112351.0,300865.0,153235.0,33151.0,2017
Dutchess County,New York,36,27,13.0,34.6,1174.0,38.2,2687.0,232511.0,295685.0,22.6,9.1,75585.0,1112.0,94.4,6.7,0.4431,275200.0,19.8,31036.0,295685.0,232511.0,36704.0,2017
Duval County,Florida,12,31,13.5,28.7,991.0,41.9,14115.0,553571.0,912043.0,18.8,16.0,51296.0,1956.0,87.2,7.4,0.471,156200.0,22.8,271042.0,912043.0,553571.0,28593.0,2017
Duval County,Texas,48,131,25.7,8.7,679.0,39.0,56.0,9841.0,11434.0,22.0,25.2,35443.0,31.0,74.5,13.6,0.4845,48500.0,25.2,165.0,11434.0,9841.0,19085.0,2017
Dyer County,Tennessee,47,45,19.4,18.1,654.0,36.9,579.0,31107.0,37751.0,22.1,18.1,44386.0,150.0,90.2,7.3,0.4762,98100.0,24.1,5131.0,37751.0,31107.0,24695.0,2017
Eagle County,Colorado,8,37,4.6,45.1,1370.0,44.2,536.0,47748.0,53726.0,15.1,7.7,83803.0,230.0,83.1,2.7,0.4329,471100.0,22.5,461.0,53726.0,47748.0,40450.0,2017
Early County,Georgia,13,99,16.0,17.0,627.0,34.7,36.0,4807.0,10405.0,26.3,27.5,29493.0,8.0,82.0,8.7,0.4783,82700.0,24.8,5302.0,10405.0,4807.0,17972.0,2017
East Baton Rouge Parish,Louisiana,22,33,13.8,34.5,882.0,44.7,5227.0,212859.0,446167.0,18.2,19.1,51436.0,944.0,89.3,6.9,0.5012,177800.0,22.8,204078.0,446167.0,212859.0,30162.0,2017
East Carroll Parish,Louisiana,22,35,14.4,9.8,474.0,46.2,114.0,2033.0,7318.0,18.7,48.2,20795.0,0.0,85.7,6.9,0.5377,68200.0,18.4,5239.0,7318.0,2033.0,14694.0,2017
East Feliciana Parish,Louisiana,22,37,16.0,12.1,732.0,37.1,144.0,10508.0,19553.0,24.1,17.9,46964.0,57.0,88.2,6.1,0.433,124100.0,19.3,8734.0,19553.0,10508.0,21138.0,2017
Eastland County,Texas,48,133,20.3,12.7,566.0,34.4,32.0,16797.0,18278.0,29.6,17.4,32135.0,79.0,78.3,5.7,0.5227,59800.0,20.6,411.0,18278.0,16797.0,20433.0,2017
Eaton County,Michigan,26,45,16.1,26.1,823.0,37.1,944.0,94216.0,108586.0,24.0,10.9,59244.0,616.0,93.9,5.8,0.407,142300.0,21.6,7243.0,108586.0,94216.0,30064.0,2017
Eau Claire County,Wisconsin,55,35,12.6,30.3,787.0,44.8,1470.0,94715.0,102388.0,19.9,14.5,52178.0,487.0,92.0,4.0,0.4361,156200.0,20.5,869.0,102388.0,94715.0,27780.0,2017
Echols County,Georgia,13,101,11.2,6.9,670.0,39.0,34.0,3135.0,4011.0,17.0,28.2,34315.0,78.0,74.8,5.5,0.4855,57000.0,28.4,108.0,4011.0,3135.0,20589.0,2017
Ector County,Texas,48,135,12.5,15.0,971.0,44.0,1327.0,128171.0,155744.0,13.9,12.3,59528.0,804.0,77.5,6.9,0.4521,120800.0,29.9,6858.0,155744.0,128171.0,27728.0,2017
Eddy County,New Mexico,35,15,13.8,16.2,841.0,38.7,338.0,52005.0,56793.0,20.8,14.6,60703.0,793.0,88.3,5.1,0.4238,143100.0,26.3,843.0,56793.0,52005.0,28419.0,2017
Eddy County,North Dakota,38,27,14.1,23.3,473.0,30.9,18.0,2113.0,2321.0,28.7,13.2,55294.0,131.0,90.9,1.6,0.5176,74200.0,23.4,0.0,2321.0,2113.0,35444.0,2017
Edgar County,Illinois,17,45,16.3,17.6,608.0,33.8,150.0,17264.0,17603.0,27.9,15.4,47873.0,30.0,93.1,7.4,0.4282,80000.0,21.0,100.0,17603.0,17264.0,26344.0,2017
Edgecombe County,North Carolina,37,65,17.3,11.6,659.0,35.5,690.0,20752.0,54032.0,24.5,24.6,32929.0,68.0,87.4,10.2,0.4668,84000.0,23.1,30911.0,54032.0,20752.0,18946.0,2017
Edgefield County,South Carolina,45,37,16.7,19.5,591.0,38.0,93.0,15739.0,26620.0,24.8,15.5,47500.0,111.0,90.0,7.3,0.4732,123000.0,18.8,9756.0,26620.0,15739.0,23804.0,2017
Edmonson County,Kentucky,21,61,27.9,11.1,643.0,36.7,67.0,11565.0,12063.0,26.0,20.0,41114.0,47.0,94.6,9.3,0.4518,87100.0,19.3,187.0,12063.0,11565.0,21851.0,2017
Edmunds County,South Dakota,46,45,11.9,25.0,603.0,31.4,19.0,3919.0,3971.0,28.0,5.9,65380.0,17.0,94.2,1.6,0.4144,114000.0,23.8,2.0,3971.0,3919.0,31836.0,2017
Edwards County,Illinois,17,47,15.7,12.5,487.0,33.2,78.0,6392.0,6570.0,26.8,11.5,49632.0,0.0,93.9,6.1,0.4127,73500.0,23.3,32.0,6570.0,6392.0,26549.0,2017
Edwards County,Kansas,20,47,15.0,18.8,501.0,31.3,11.0,2777.0,2946.0,26.5,10.2,50229.0,6.0,89.5,2.9,0.4231,61200.0,23.5,39.0,2946.0,2777.0,27966.0,2017
Edwards County,Texas,48,137,32.7,20.6,463.0,31.2,0.0,2088.0,2111.0,35.9,7.0,48462.0,1.0,84.6,5.1,0.4687,72800.0,14.9,0.0,2111.0,2088.0,28968.0,2017
Effingham County,Georgia,13,103,12.9,19.2,957.0,41.0,493.0,47042.0,57087.0,15.9,9.6,64279.0,72.0,89.0,5.0,0.3848,155500.0,26.9,7617.0,57087.0,47042.0,26765.0,2017
Effingham County,Illinois,17,49,12.5,22.6,610.0,36.5,315.0,33234.0,34164.0,23.5,11.3,54655.0,34.0,94.7,4.4,0.4396,137300.0,24.0,190.0,34164.0,33234.0,29300.0,2017
El Dorado County,California,6,17,13.2,33.3,1122.0,32.7,1153.0,161881.0,185015.0,27.0,9.8,74885.0,1347.0,94.0,8.1,0.4588,405900.0,20.6,1789.0,185015.0,161881.0,38156.0,2017
El Paso County,Colorado,8,41,12.2,37.3,1070.0,43.2,9806.0,536783.0,674826.0,17.2,11.1,62535.0,4488.0,92.1,6.8,0.434,238200.0,24.8,41457.0,674826.0,536783.0,31217.0,2017
El Paso County,Texas,48,141,13.9,22.2,790.0,43.4,9431.0,677126.0,834825.0,15.9,21.7,43244.0,5734.0,77.7,7.0,0.4622,116600.0,28.1,28711.0,834825.0,677126.0,19950.0,2017
Elbert County,Colorado,8,39,9.9,35.0,1029.0,31.4,48.0,23097.0,24553.0,22.8,4.8,92849.0,179.0,92.8,3.6,0.409,380000.0,22.3,164.0,24553.0,23097.0,42522.0,2017
Elbert County,Georgia,13,105,19.7,11.1,583.0,35.1,150.0,13161.0,19288.0,26.4,22.4,35207.0,0.0,85.6,7.7,0.4933,81800.0,22.0,5891.0,19288.0,13161.0,21138.0,2017
Elk County,Kansas,20,49,23.2,15.8,491.0,25.8,16.0,2414.0,2581.0,36.2,13.5,39405.0,49.0,88.8,6.9,0.3794,48300.0,20.8,4.0,2581.0,2414.0,21156.0,2017
Elk County,Pennsylvania,42,47,16.9,18.5,547.0,31.6,219.0,30230.0,30781.0,28.0,9.4,49876.0,72.0,96.0,4.8,0.4097,97100.0,19.7,157.0,30781.0,30230.0,27163.0,2017
Elkhart County,Indiana,18,39,13.2,18.7,747.0,38.6,1588.0,177691.0,202924.0,19.1,13.8,52449.0,313.0,83.1,5.6,0.4164,130800.0,27.9,11148.0,202924.0,177691.0,23817.0,2017
Elko County,Nevada,32,7,11.9,17.7,904.0,41.6,299.0,45752.0,52377.0,15.3,11.5,76178.0,2922.0,89.5,4.4,0.3885,198100.0,27.7,507.0,52377.0,45752.0,32498.0,2017
Elliott County,Kentucky,21,63,20.3,7.5,532.0,39.1,44.0,7246.0,7533.0,23.9,34.4,29043.0,5.0,92.8,5.0,0.4681,72700.0,18.7,263.0,7533.0,7246.0,13436.0,2017
Ellis County,Kansas,20,51,11.5,35.6,677.0,45.4,501.0,27354.0,28877.0,20.5,16.7,49562.0,53.0,93.3,2.8,0.495,159400.0,21.5,269.0,28877.0,27354.0,29339.0,2017
Ellis County,Oklahoma,40,45,14.0,21.6,646.0,31.1,22.0,3778.0,4102.0,28.3,17.2,50594.0,76.0,87.2,5.6,0.4775,83700.0,23.7,0.0,4102.0,3778.0,27272.0,2017
Ellis County,Texas,48,139,11.1,22.1,960.0,39.8,1304.0,133647.0,164092.0,17.8,10.5,67371.0,1833.0,83.9,4.6,0.4118,158200.0,27.1,15286.0,164092.0,133647.0,28612.0,2017
Ellsworth County,Kansas,20,53,17.9,20.3,605.0,36.6,33.0,5664.0,6331.0,28.0,11.4,48550.0,115.0,95.5,3.0,0.4112,88500.0,18.1,242.0,6331.0,5664.0,24102.0,2017
Elmore County,Alabama,1,51,17.3,22.8,825.0,40.6,900.0,60877.0,80989.0,19.7,13.5,54981.0,281.0,92.3,7.3,0.4374,155300.0,22.6,17338.0,80989.0,60877.0,26251.0,2017
Elmore County,Idaho,16,39,14.2,17.6,777.0,43.4,449.0,22773.0,26232.0,17.5,14.9,45154.0,439.0,86.1,7.3,0.4263,145200.0,26.0,771.0,26232.0,22773.0,23029.0,2017
Emanuel County,Georgia,13,107,18.1,12.5,569.0,37.9,248.0,13901.0,22502.0,21.3,29.2,33089.0,0.0,80.2,10.3,0.4743,78500.0,25.2,7714.0,22502.0,13901.0,17944.0,2017
Emery County,Utah,49,15,16.1,15.0,607.0,35.5,44.0,10145.0,10410.0,21.9,12.9,51852.0,76.0,90.0,4.4,0.3651,136200.0,31.0,13.0,10410.0,10145.0,21465.0,2017
Emmet County,Iowa,19,63,14.5,20.6,662.0,34.9,65.0,9288.0,9661.0,26.4,13.8,47419.0,43.0,91.4,3.9,0.477,85700.0,21.6,164.0,9661.0,9288.0,29396.0,2017
Emmet County,Michigan,26,47,14.3,32.9,779.0,33.7,207.0,30480.0,32978.0,28.1,10.7,51475.0,763.0,91.3,6.1,0.4681,171100.0,20.3,188.0,32978.0,30480.0,31356.0,2017
Emmons County,North Dakota,38,29,14.5,15.5,420.0,24.6,10.0,3287.0,3389.0,35.2,11.9,46581.0,3.0,93.7,1.8,0.4965,92200.0,19.5,0.0,3389.0,3287.0,29622.0,2017
Emporia City,Virginia,51,595,17.2,15.3,738.0,38.0,180.0,1804.0,5495.0,22.8,30.9,27426.0,4.0,78.7,20.4,0.5121,115700.0,25.7,3531.0,5495.0,1804.0,18548.0,2017
Erath County,Texas,48,143,11.3,27.8,785.0,47.7,250.0,37586.0,41016.0,19.0,22.6,47013.0,411.0,81.3,4.3,0.4849,128300.0,21.1,690.0,41016.0,37586.0,23511.0,2017
Erie County,New York,36,29,13.2,32.9,778.0,38.4,10236.0,721101.0,923995.0,23.4,14.9,54006.0,4533.0,95.7,5.5,0.4667,139900.0,20.6,124101.0,923995.0,721101.0,31083.0,2017
Erie County,Ohio,39,43,14.5,22.4,716.0,33.7,846.0,64861.0,75369.0,27.3,13.0,51033.0,186.0,93.1,6.5,0.45,132400.0,20.8,6389.0,75369.0,64861.0,30223.0,2017
Erie County,Pennsylvania,42,49,15.3,27.4,723.0,38.6,2667.0,242063.0,277794.0,22.8,16.8,48192.0,734.0,93.7,6.5,0.4582,124100.0,21.8,19850.0,277794.0,242063.0,26361.0,2017
Escambia County,Alabama,1,53,20.0,12.1,580.0,38.3,386.0,23087.0,37621.0,23.1,23.8,35026.0,1371.0,84.4,13.7,0.4844,94500.0,22.3,12128.0,37621.0,23087.0,18164.0,2017
