County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,Year
Sauk County,Wisconsin,55,111,13.5,62353,58515,739,78.4,742,0.4032,862,52140,25988,58515,62353,297,7.9,168800,2013
Saunders County,Nebraska,31,155,14.5,20800,20273,120,76.0,711,0.4302,46,59870,30039,20273,20800,124,7.1,147600,2013
Sawyer County,Wisconsin,55,113,20.5,16542,13082,213,82.6,614,0.4379,2817,39904,23809,13082,16542,113,6.8,162500,2013
Schenectady County,New York,36,93,12.9,154821,123618,1351,79.1,835,0.4299,570,56061,28319,123618,154821,15230,9.8,166500,2013
Schleicher County,Texas,48,413,13.0,3316,2868,13,74.3,500,0.5039,17,50648,24787,2868,3316,4,14.5,86400,2013
Schley County,Georgia,13,249,11.9,5017,3390,32,76.9,570,0.4677,0,38425,19037,3390,5017,1357,6.6,93000,2013
Schoharie County,New York,36,95,15.9,32404,31041,220,82.7,724,0.4204,76,53245,26584,31041,32404,463,12.0,146000,2013
Schoolcraft County,Michigan,26,153,20.6,8407,7331,53,82.4,512,0.462,577,35260,20892,7331,8407,36,6.5,86200,2013
Schuyler County,Illinois,17,169,16.2,7490,7242,79,81.3,540,0.386,31,48138,23656,7242,7490,99,6.8,76600,2013
Schuyler County,Missouri,29,197,18.0,4397,4315,43,78.6,483,0.4178,18,34688,18160,4315,4397,37,9.0,73600,2013
Schuyler County,New York,36,97,16.2,18432,17871,141,81.9,597,0.3918,36,46976,24173,17871,18432,189,9.2,94400,2013
Schuylkill County,Pennsylvania,42,107,15.3,147700,139914,1420,82.3,608,0.4145,106,45012,23021,139914,147700,4062,8.1,93500,2013
Scioto County,Ohio,39,145,13.4,78952,74461,543,79.1,553,0.4649,187,35379,19437,74461,78952,2116,10.5,88200,2013
Scotland County,Missouri,29,199,16.3,4859,4837,0,72.8,411,0.4518,0,39028,20363,4837,4859,5,7.9,70900,2013
Scotland County,North Carolina,37,165,11.9,36201,16954,209,77.5,628,0.4764,3691,29592,15679,16954,36201,14034,9.8,77100,2013
Scott County,Arkansas,5,127,15.7,11111,9950,111,75.1,533,0.4428,165,37448,18934,9950,11111,16,9.8,82100,2013
Scott County,Illinois,17,171,16.4,5288,5255,15,78.7,508,0.4171,4,49669,24471,5255,5288,0,7.5,82900,2013
Scott County,Indiana,18,143,12.7,24035,23477,276,77.9,716,0.413,16,42898,20481,23477,24035,264,8.9,101400,2013
Scott County,Iowa,19,163,11.8,167080,144434,1599,77.4,685,0.454,367,52735,28948,144434,167080,12684,8.8,143600,2013
Scott County,Kansas,20,171,16.6,4930,4686,0,82.3,771,0.3829,57,50605,26274,4686,4930,0,7.6,104800,2013
Scott County,Kentucky,21,209,8.5,48149,43029,281,75.3,726,0.4172,73,61893,27802,43029,48149,2554,9.3,161300,2013
Scott County,Minnesota,27,139,7.5,132774,115137,524,73.0,1004,0.3827,823,86112,35467,115137,132774,3550,7.2,244400,2013
Scott County,Mississippi,28,123,10.7,28255,16590,118,74.3,592,0.4475,97,34534,16789,16590,28255,10757,10.2,68600,2013
Scott County,Missouri,29,201,13.5,39216,33806,400,76.4,586,0.4386,95,40651,20825,33806,39216,4396,8.9,96600,2013
Scott County,Tennessee,47,151,12.8,22154,21877,125,76.6,515,0.5135,54,28401,17121,21877,22154,31,8.6,81500,2013
Scott County,Virginia,51,169,18.3,22940,22558,67,83.6,496,0.4505,0,38355,21485,22558,22940,130,8.3,91000,2013
Scotts Bluff County,Nebraska,31,157,14.9,36883,34161,409,76.8,659,0.4344,491,43444,23220,34161,36883,239,8.7,102600,2013
Screven County,Georgia,13,251,13.2,14455,7964,81,75.9,541,0.468,6,34848,18640,7964,14455,6129,9.3,77000,2013
Scurry County,Texas,48,415,11.1,17014,14096,144,78.9,688,0.4624,133,47513,22860,14096,17014,742,10.4,87200,2013
Searcy County,Arkansas,5,129,19.5,8101,7749,45,80.8,433,0.4469,51,30779,16731,7749,8101,32,6.6,85100,2013
Sebastian County,Arkansas,5,131,11.5,126536,104959,1360,76.9,621,0.4877,1313,40471,23222,104959,126536,7273,9.8,114500,2013
Sedgwick County,Colorado,8,115,19.2,2376,2204,14,82.6,514,0.4272,7,40221,21536,2204,2376,7,10.5,81400,2013
Sedgwick County,Kansas,20,173,10.3,500768,394966,5740,75.2,703,0.4419,4286,49865,25603,394966,500768,45273,9.8,124000,2013
Seminole County,Florida,12,117,11.3,427184,344150,3973,79.4,1046,0.4457,985,58175,28675,344150,427184,47373,10.5,184300,2013
Seminole County,Georgia,13,253,18.4,8831,5631,30,79.5,613,0.4821,0,30521,17641,5631,8831,2945,7.4,71200,2013
Seminole County,Oklahoma,40,133,15.1,25443,17411,182,76.6,512,0.4594,4375,33819,18321,17411,25443,1262,9.3,70500,2013
Seneca County,New York,36,99,13.8,35359,32660,241,81.9,674,0.4148,234,47618,23115,32660,35359,1595,10.3,94400,2013
Seneca County,Ohio,39,147,12.8,56376,53171,497,78.5,619,0.4195,85,43764,22075,53171,56376,1426,11.6,97900,2013
Sequatchie County,Tennessee,47,153,16.2,14333,13022,104,78.5,605,0.458,159,36434,20899,13022,14333,33,8.5,119300,2013
Sequoyah County,Oklahoma,40,135,14.7,41834,27850,471,77.1,609,0.4264,5155,35742,18131,27850,41834,841,8.3,85800,2013
Sevier County,Arkansas,5,133,10.7,17137,11486,155,72.7,521,0.4159,236,35153,16021,11486,17137,736,9.2,68800,2013
Sevier County,Tennessee,47,155,14.9,91295,86836,727,79.9,715,0.4251,246,43649,22242,86836,91295,704,9.0,159400,2013
Sevier County,Utah,49,41,14.0,20798,19801,73,71.6,658,0.4097,196,46229,19115,19801,20798,110,8.4,151400,2013
Seward County,Kansas,20,175,6.9,23146,14786,239,71.5,677,0.3851,194,50185,19015,14786,23146,968,12.8,90000,2013
Seward County,Nebraska,31,159,13.8,16824,16279,80,79.0,604,0.427,14,59435,28359,16279,16824,82,15.1,142600,2013
Shackelford County,Texas,48,417,17.1,3362,3101,20,79.1,532,0.466,13,47277,25436,3101,3362,47,8.7,66200,2013
Shannon County,Missouri,29,203,16.2,8388,8083,64,77.6,456,0.4323,240,31132,16862,8083,8388,25,7.6,80300,2013
Shannon County,South Dakota,46,113,5.1,13829,541,93,64.3,408,0.4853,13217,25648,8768,541,13829,20,13.6,19900,2013
Sharkey County,Mississippi,28,125,13.1,4889,1445,105,76.4,488,0.4056,0,35125,15744,1445,4889,3438,10.4,64900,2013
Sharp County,Arkansas,5,135,23.1,17203,16541,198,81.0,581,0.4117,35,30861,16714,16541,17203,57,7.0,73800,2013
Shasta County,California,6,89,16.2,177966,155190,1894,79.9,919,0.4464,4334,44651,23670,155190,177966,1691,9.4,220000,2013
Shawano County,Wisconsin,55,115,17.2,41776,37239,399,80.0,617,0.4065,3162,46559,23500,37239,41776,143,7.5,129900,2013
Shawnee County,Kansas,20,177,13.2,178378,146488,2279,77.0,710,0.4417,1827,48451,26057,146488,178378,14479,8.9,120300,2013
Sheboygan County,Wisconsin,55,117,12.9,115235,104703,1353,78.8,658,0.3974,434,52920,26126,104703,115235,1701,8.4,152300,2013
Shelby County,Alabama,1,117,10.4,198366,163385,1249,76.6,917,0.4274,572,68770,33313,163385,198366,22153,8.1,193000,2013
Shelby County,Illinois,17,173,17.8,22266,21976,139,80.0,646,0.3883,51,47188,23069,21976,22266,86,7.5,86100,2013
Shelby County,Indiana,18,145,12.6,44511,41919,437,77.9,697,0.3991,113,51440,24459,41919,44511,522,8.2,125000,2013
Shelby County,Iowa,19,165,19.3,12088,11702,68,79.6,612,0.4292,11,48783,26387,11702,12088,31,6.4,104700,2013
Shelby County,Kentucky,21,211,11.7,42911,36725,384,76.9,771,0.4179,80,57298,27039,36725,42911,3299,8.9,165000,2013
Shelby County,Missouri,29,205,16.8,6274,6138,53,78.1,450,0.4118,12,35938,19331,6138,6274,88,6.3,71500,2013
Shelby County,Ohio,39,149,11.8,49317,46840,431,75.7,689,0.4143,103,50427,24028,46840,49317,1079,7.8,123400,2013
Shelby County,Tennessee,47,157,8.9,932919,382037,11545,75.6,842,0.495,2085,46250,25549,382037,932919,487698,10.7,132700,2013
Shelby County,Texas,48,419,14.0,25677,20285,189,75.8,568,0.4762,32,37081,21126,20285,25677,4389,9.5,72000,2013
Shenandoah County,Virginia,51,171,17.1,42270,39975,327,80.0,782,0.4061,44,49625,25134,39975,42270,881,7.6,205300,2013
Sherburne County,Minnesota,27,141,7.8,89120,84175,490,74.7,878,0.361,367,73098,28071,84175,89120,1853,9.0,193400,2013
Sheridan County,Kansas,20,179,18.9,2553,2421,26,76.3,495,0.4219,42,48674,26841,2421,2553,11,6.9,77900,2013
Sheridan County,Montana,30,91,19.9,3473,3297,32,79.6,545,0.4582,33,48667,31378,3297,3473,1,5.4,109500,2013
Sheridan County,Nebraska,31,161,22.6,5390,4627,50,79.3,529,0.433,421,38548,22551,4627,5390,14,5.7,65800,2013
Sheridan County,North Dakota,38,83,26.9,1313,1269,6,86.6,382,0.4522,23,43250,29219,1269,1313,4,2.9,58300,2013
Sheridan County,Wyoming,56,33,15.2,29376,27460,203,79.8,748,0.4089,387,52008,27948,27460,29376,197,8.5,220400,2013
Sherman County,Kansas,20,181,16.5,6063,5705,42,81.7,611,0.4266,12,38634,21476,5705,6063,131,10.1,74200,2013
Sherman County,Nebraska,31,163,22.0,3129,3086,27,80.0,595,0.4204,9,41835,24837,3086,3129,32,5.4,82000,2013
Sherman County,Oregon,41,55,21.8,1865,1745,14,80.4,752,0.4379,31,42639,24314,1745,1865,2,8.3,135400,2013
Sherman County,Texas,48,421,13.0,3048,2815,12,73.6,633,0.3992,3,48185,21936,2815,3048,5,10.0,81900,2013
Shiawassee County,Michigan,26,155,13.3,69910,67907,447,78.7,672,0.4127,285,46217,22713,67907,69910,387,8.9,108300,2013
Shoshone County,Idaho,16,79,18.9,12729,12228,156,82.4,586,0.4141,137,38440,20487,12228,12729,23,6.9,123200,2013
Sibley County,Minnesota,27,143,14.3,15146,14657,120,77.3,602,0.3938,30,54017,25789,14657,15146,35,7.0,136900,2013
Sierra County,California,6,91,19.3,3127,2866,30,85.8,1040,0.5064,35,39009,24996,2866,3127,18,6.3,231400,2013
Sierra County,New Mexico,35,51,33.7,11898,10879,101,86.2,572,0.4328,291,27430,17752,10879,11898,64,6.3,93900,2013
Silver Bow County,Montana,30,93,14.0,34322,32714,304,81.6,597,0.4537,590,38659,23562,32714,34322,74,12.0,121900,2013
Simpson County,Kentucky,21,213,12.2,17443,15088,180,78.1,642,0.4212,58,39546,19441,15088,17443,1655,9.1,115200,2013
Simpson County,Mississippi,28,127,12.4,27439,17314,91,75.2,593,0.4437,67,38362,18314,17314,27439,9689,9.9,80800,2013
Sioux County,Iowa,19,167,12.0,34050,31847,111,76.2,587,0.3947,93,57227,24324,31847,34050,175,14.1,131200,2013
Sioux County,Nebraska,31,165,21.5,1229,1200,0,83.7,442,0.5215,0,42014,31517,1200,1229,0,5.9,86500,2013
Sioux County,North Dakota,38,85,6.5,4258,558,14,66.2,443,0.5433,3530,36111,15478,558,4258,1,11.8,70700,2013
Siskiyou County,California,6,93,19.8,44503,38396,507,81.4,802,0.4547,1268,37709,22293,38396,44503,574,7.9,200800,2013
Sitka City and Borough,Alaska,2,220,10.1,8945,5865,75,78.7,1139,0.3813,1605,69405,32521,5865,8945,72,7.5,323200,2013
Skagit County,Washington,53,57,15.7,117641,103122,1513,79.0,952,0.4108,1958,55925,27065,103122,117641,745,8.7,261400,2013
Skagway Municipality,Alaska,2,230,4.6,1080,844,15,83.0,1057,0.3781,39,71667,37139,844,1080,0,7.2,305600,2013
Skamania County,Washington,53,59,14.9,11126,10342,77,81.0,702,0.4501,215,53712,28449,10342,11126,45,7.4,248200,2013
Smith County,Kansas,20,183,24.3,3790,3669,10,83.7,373,0.4611,14,45556,26811,3669,3790,15,6.8,60800,2013
Smith County,Mississippi,28,129,14.2,16414,12311,28,76.0,576,0.4996,0,34753,20334,12311,16414,3933,8.7,77600,2013
Smith County,Tennessee,47,159,12.8,19134,18144,163,77.9,551,0.458,80,42383,21153,18144,19134,349,8.0,113800,2013
Smith County,Texas,48,423,13.1,212227,162464,2360,75.9,828,0.4801,964,47432,25626,162464,212227,38325,10.9,120800,2013
Smyth County,Virginia,51,173,16.7,31979,30842,204,80.2,559,0.4368,18,37239,20837,30842,31979,648,8.4,91200,2013
Snohomish County,Washington,53,61,9.5,724627,579081,8558,78.5,1102,0.4019,8652,68381,31349,579081,724627,17891,9.2,292500,2013
Snyder County,Pennsylvania,42,109,13.9,39711,38543,313,79.6,660,0.4291,59,46513,23088,38543,39711,404,12.6,133700,2013
Socorro County,New Mexico,35,53,13.5,17756,14227,102,76.0,556,0.4914,2136,34036,18104,14227,17756,168,14.0,122800,2013
Solano County,California,6,95,10.5,417258,223454,4983,78.4,1264,0.4188,2489,67177,28929,223454,417258,58536,10.5,262400,2013
Somerset County,Maine,23,25,15.9,51942,50300,243,81.0,660,0.4304,274,38642,21513,50300,51942,226,7.2,111100,2013
Somerset County,Maryland,24,39,12.0,26347,14059,161,86.3,755,0.4557,64,38447,16748,14059,26347,10891,17.5,153600,2013
Somerset County,New Jersey,34,35,11.1,326207,227782,1820,77.4,1386,0.4496,624,99020,47803,227782,326207,29128,7.5,398800,2013
Somerset County,Pennsylvania,42,111,16.2,77341,74307,468,83.9,555,0.4203,94,43597,22192,74307,77341,1813,8.2,98400,2013
Somervell County,Texas,48,425,14.8,8537,7666,71,78.0,773,0.4505,22,55269,28134,7666,8537,146,7.3,139900,2013
Sonoma County,California,6,97,12.9,487469,389753,6646,80.2,1265,0.4458,6402,63356,32835,389753,487469,7648,9.9,407400,2013
Southampton County,Virginia,51,175,14.6,18444,11192,202,82.7,734,0.4295,57,46150,22433,11192,18444,6736,8.1,150000,2013
Southeast Fairbanks Census Area,Alaska,2,240,10.0,7047,5678,38,77.5,1175,0.413,668,56801,29437,5678,7047,111,8.8,175000,2013
Spalding County,Georgia,13,255,12.3,64011,40400,625,75.9,773,0.448,216,41534,19783,40400,64011,21123,9.5,113900,2013
Spartanburg County,South Carolina,45,83,12.2,286789,209683,2655,77.4,686,0.4472,652,42919,21889,209683,286789,59063,9.9,121300,2013
Spencer County,Indiana,18,147,14.6,20960,20186,100,79.8,566,0.3827,46,52991,23641,20186,20960,145,7.4,113300,2013
Spencer County,Kentucky,21,215,11.1,17303,16614,70,77.4,626,0.344,57,65209,26666,16614,17303,339,7.7,170300,2013
Spink County,South Dakota,46,115,17.2,6522,6321,31,78.4,491,0.4966,110,48911,27757,6321,6522,12,8.0,64000,2013
Spokane County,Washington,53,63,11.9,473832,422980,5896,78.7,764,0.4445,6263,49233,25661,422980,473832,8992,11.3,184700,2013
Spotsylvania County,Virginia,51,177,9.3,124319,93110,655,75.6,1285,0.379,344,78345,31360,93110,124319,19556,9.0,249100,2013
Stafford County,Kansas,20,185,18.4,4391,4180,15,77.0,530,0.3964,38,43292,23240,4180,4391,19,6.9,60900,2013
Stafford County,Virginia,51,179,7.0,131885,93262,1226,75.3,1428,0.363,694,97110,36574,93262,131885,22645,11.0,299300,2013
Stanislaus County,California,6,99,9.7,518321,396550,5716,74.2,992,0.4484,4243,49297,21663,396550,518321,14635,10.8,172900,2013
Stanley County,South Dakota,46,117,15.5,2966,2626,25,80.7,649,0.4459,265,54620,30933,2626,2966,0,8.6,110900,2013
Stanly County,North Carolina,37,167,13.9,60529,51243,531,79.0,638,0.4137,143,42518,20504,51243,60529,6662,10.1,125100,2013
Stanton County,Kansas,20,187,13.1,2210,1546,16,77.6,531,0.3814,7,46382,21712,1546,2210,18,9.8,81000,2013
Stanton County,Nebraska,31,167,13.0,6148,5963,7,74.4,584,0.3483,22,51493,23131,5963,6148,13,7.5,98900,2013
Stark County,Illinois,17,175,19.4,5942,5806,13,79.7,562,0.413,0,54203,26843,5806,5942,23,7.1,88300,2013
Stark County,North Dakota,38,89,12.4,25666,24111,158,80.0,706,0.4151,266,62559,31412,24111,25666,214,11.4,166200,2013
Stark County,Ohio,39,151,14.5,375348,333437,3934,79.2,666,0.4414,706,45641,24453,333437,375348,27219,9.2,122400,2013
Starke County,Indiana,18,149,14.9,23267,22610,109,79.5,666,0.4116,0,40126,19773,22610,23267,83,8.2,96900,2013
Starr County,Texas,48,427,9.7,61351,58166,402,69.0,484,0.4933,122,24927,11584,58166,61351,43,11.8,62900,2013
Staunton City,Virginia,51,790,17.6,23989,20026,163,80.5,704,0.4766,23,38501,24753,20026,23989,2891,7.5,169400,2013
Stearns County,Minnesota,27,145,11.2,151053,138635,1599,79.4,726,0.4187,558,54551,26065,138635,151053,4926,15.9,167600,2013
Steele County,Minnesota,27,147,12.8,36512,33795,265,76.8,720,0.4124,40,56480,27259,33795,36512,863,8.1,155400,2013
Steele County,North Dakota,38,91,18.5,1976,1944,18,82.0,424,0.4059,0,55735,31455,1944,1976,0,6.8,73700,2013
Stephens County,Georgia,13,257,15.6,25910,22078,159,78.8,593,0.4415,72,37898,18557,22078,25910,3288,10.7,106600,2013
Stephens County,Oklahoma,40,137,15.7,44929,38298,321,77.7,618,0.4398,2615,43885,23038,38298,44929,1034,8.4,89300,2013
Stephens County,Texas,48,429,16.2,9493,8305,68,80.2,577,0.4425,8,41728,20535,8305,9493,271,11.2,72400,2013
Stephenson County,Illinois,17,177,17.2,47315,41201,682,79.1,601,0.4248,50,43472,23350,41201,47315,4205,8.1,101800,2013
Sterling County,Texas,48,431,7.3,1358,1328,0,74.8,602,0.4038,0,50543,20157,1328,1358,0,9.8,71900,2013
Steuben County,Indiana,18,151,14.0,34190,32044,238,80.9,656,0.3982,78,48080,23975,32044,34190,178,12.3,123000,2013
Steuben County,New York,36,101,14.7,98951,94092,893,79.5,644,0.4308,235,47476,25371,94092,98951,1844,8.4,86800,2013
Stevens County,Kansas,20,189,11.1,5713,4249,37,71.9,681,0.4481,48,54494,24950,4249,5713,28,5.8,86200,2013
Stevens County,Minnesota,27,149,14.2,9723,9033,66,80.7,527,0.5054,228,54206,28746,9033,9723,37,20.0,127500,2013
Stevens County,Washington,53,65,18.0,43513,39179,423,79.2,659,0.4119,1930,41742,21986,39179,43513,241,6.7,173500,2013
Stewart County,Georgia,13,259,9.6,6007,1681,43,88.5,476,0.4803,0,23451,13238,1681,6007,3533,14.8,50600,2013
Stewart County,Tennessee,47,161,15.7,13313,12451,144,78.7,612,0.4351,167,39781,21701,12451,13313,233,8.2,118900,2013
Stillwater County,Montana,30,95,17.7,9173,8867,10,80.7,706,0.4085,55,57906,28868,8867,9173,21,6.0,185900,2013
Stoddard County,Missouri,29,207,16.2,29860,29007,361,79.9,521,0.4787,105,37965,22967,29007,29860,459,8.8,83800,2013
Stokes County,North Carolina,37,169,14.9,47063,44050,213,80.5,620,0.4202,330,42703,21311,44050,47063,1805,7.7,118100,2013
Stone County,Arkansas,5,137,21.4,12517,12149,71,81.4,472,0.4535,19,29832,17403,12149,12517,13,9.4,88100,2013
Stone County,Mississippi,28,131,10.9,17854,14057,56,78.6,690,0.4278,64,42963,18576,14057,17854,3416,11.0,107000,2013
Stone County,Missouri,29,209,25.2,31817,29053,158,83.3,709,0.4098,324,40850,21733,29053,31817,28,6.4,145000,2013
Stonewall County,Texas,48,433,21.9,1363,1200,9,76.6,335,0.4512,6,42429,24063,1200,1363,58,1.1,49900,2013
Storey County,Nevada,32,29,23.8,3981,3720,0,87.1,715,0.3913,26,61573,33472,3720,3981,20,2.5,167700,2013
Story County,Iowa,19,169,8.5,90750,80725,1050,84.4,738,0.4573,67,50516,25986,80725,90750,2185,32.2,162200,2013
Strafford County,New Hampshire,33,17,11.1,123836,116104,1209,80.7,969,0.4309,191,58825,29369,116104,123836,1068,14.8,220600,2013
Stutsman County,North Dakota,38,93,14.4,21046,20072,229,81.4,578,0.4279,284,50120,27351,20072,21046,133,10.4,98600,2013
Sublette County,Wyoming,56,35,10.2,10178,9180,83,78.6,1157,0.3733,37,77900,35944,9180,10178,1,7.1,282800,2013
Suffolk City,Virginia,51,800,10.7,84842,44464,889,75.8,986,0.4088,91,66085,29135,44464,84842,35624,9.1,242000,2013
Suffolk County,Massachusetts,25,25,9.0,735701,411168,18145,83.7,1265,0.5244,2590,53540,32835,411168,735701,162969,16.6,358700,2013
Suffolk County,New York,36,103,12.2,1495803,1221821,8237,78.7,1495,0.4216,3496,87763,36945,1221821,1495803,111755,9.5,383400,2013
Sullivan County,Indiana,18,153,12.3,21321,19967,131,82.1,611,0.4261,53,43510,19821,19967,21321,1086,9.8,77600,2013
Sullivan County,Missouri,29,211,15.6,6611,6144,56,77.5,533,0.4171,12,36676,19279,6144,6611,97,7.3,74200,2013
Sullivan County,New Hampshire,33,19,15.7,43398,41865,520,81.6,861,0.4154,87,54463,28582,41865,43398,158,7.2,171700,2013
Sullivan County,New York,36,105,14.1,77134,62666,938,80.1,843,0.4539,333,48089,24963,62666,77134,6915,8.9,172100,2013
Sullivan County,Pennsylvania,42,113,23.1,6419,6231,49,88.0,517,0.4159,5,40964,22923,6231,6419,96,11.6,137000,2013
Sullivan County,Tennessee,47,163,17.1,156741,148657,1462,81.4,605,0.4705,554,39479,23850,148657,156741,3003,8.0,121700,2013
Sully County,South Dakota,46,119,17.0,1420,1360,5,80.5,607,0.4046,32,54524,30218,1360,1420,0,7.4,88200,2013
Summers County,West Virginia,54,89,19.5,13795,13017,25,83.5,469,0.4235,0,33784,17416,13017,13795,555,6.3,79600,2013
Summit County,Colorado,8,117,8.6,28091,25054,325,84.8,1142,0.4256,225,63697,34025,25054,28091,204,11.9,460000,2013
Summit County,Ohio,39,153,13.0,541592,436237,5974,79.3,741,0.4627,839,49669,27818,436237,541592,77402,9.6,135600,2013
Summit County,Utah,49,43,8.3,37232,35234,298,75.9,1239,0.4589,172,83336,42462,35234,37232,130,8.0,485700,2013
Sumner County,Kansas,20,191,14.0,23884,22676,158,77.1,576,0.4058,448,47894,22972,22676,23884,85,7.9,85500,2013
Sumner County,Tennessee,47,165,11.8,163724,146544,1392,76.9,840,0.438,628,55509,27795,146544,163724,11179,8.3,176600,2013
Sumter County,Alabama,1,119,12.8,13552,3361,108,79.5,550,0.4816,51,22186,14156,3361,13552,9912,18.2,74100,2013
Sumter County,Florida,12,119,44.9,98409,86428,259,92.8,827,0.4086,245,48493,27504,86428,98409,9131,4.5,194100,2013
Sumter County,Georgia,13,261,11.5,32099,14090,206,76.8,608,0.4841,10,33796,17879,14090,32099,16551,13.9,90300,2013
Sumter County,South Carolina,45,85,11.4,107645,52520,1056,76.5,726,0.4373,273,41366,20340,52520,107645,49945,12.1,107300,2013
Sunflower County,Mississippi,28,133,8.2,28722,7368,267,79.0,500,0.4904,26,26619,12588,7368,28722,20997,12.5,69500,2013
Surry County,North Carolina,37,171,14.8,73486,67542,560,78.6,591,0.4495,341,35641,20219,67542,73486,2734,8.4,109900,2013
Surry County,Virginia,51,181,15.9,6922,3554,71,81.7,687,0.3536,7,47292,22600,3554,6922,3218,9.3,161600,2013
Susquehanna County,Pennsylvania,42,115,17.4,42948,42094,240,82.0,681,0.4148,94,48231,24477,42094,42948,254,7.7,139000,2013
