County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,year,asian_population,total_population_race
King and Queen County,Virginia,51,97,4901.0,7140.0,18.1,17.0,841.0,79.4,0.3827,46.0,48852.0,25392.0,170000.0,1891.0,7.7,2016,,
King George County,Virginia,51,99,19389.0,25260.0,11.0,80.0,1079.0,76.8,0.3748,62.0,84342.0,35201.0,288000.0,4272.0,8.8,2016,,
King William County,Virginia,51,101,12384.0,16156.0,13.2,18.0,1070.0,77.4,0.376,215.0,64297.0,29311.0,200100.0,3030.0,6.5,2016,,
Lancaster County,Virginia,51,103,7760.0,11055.0,33.3,63.0,818.0,85.1,0.4541,0.0,50118.0,32013.0,227000.0,3125.0,5.9,2016,,
Lee County,Virginia,51,105,23286.0,24911.0,16.2,199.0,507.0,83.2,0.4611,104.0,31577.0,17820.0,78600.0,1032.0,7.2,2016,,
Loudoun County,Virginia,51,107,244078.0,362435.0,7.1,2408.0,1705.0,73.0,0.3756,841.0,125672.0,48578.0,462100.0,26600.0,7.2,2016,,
Louisa County,Virginia,51,109,26952.0,34350.0,16.9,157.0,940.0,81.3,0.4391,123.0,54662.0,28767.0,202100.0,5426.0,7.8,2016,,
Lunenburg County,Virginia,51,111,7699.0,12450.0,17.1,70.0,680.0,85.0,0.3992,18.0,39911.0,18383.0,109200.0,3952.0,8.2,2016,,
Madison County,Virginia,51,113,11231.0,13122.0,19.5,80.0,752.0,80.2,0.4678,0.0,48271.0,27144.0,241300.0,934.0,7.8,2016,,
Mathews County,Virginia,51,115,7619.0,8848.0,29.2,68.0,928.0,86.9,0.4209,69.0,64049.0,34918.0,232000.0,869.0,7.4,2016,,
Mecklenburg County,Virginia,51,117,19148.0,31209.0,21.4,241.0,702.0,82.2,0.4432,47.0,40040.0,21492.0,123300.0,11077.0,7.9,2016,,
Middlesex County,Virginia,51,119,8351.0,10728.0,27.7,52.0,776.0,86.4,0.4557,39.0,53093.0,29391.0,248800.0,2110.0,8.5,2016,,
Montgomery County,Virginia,51,121,83979.0,97227.0,9.5,1145.0,885.0,86.2,0.5053,207.0,49712.0,26819.0,202900.0,4239.0,31.3,2016,,
Nelson County,Virginia,51,125,12439.0,14831.0,22.3,213.0,669.0,81.1,0.4766,37.0,50994.0,29769.0,231500.0,1929.0,7.6,2016,,
New Kent County,Virginia,51,127,16367.0,20051.0,14.5,117.0,889.0,81.1,0.3842,154.0,75303.0,35723.0,249100.0,2435.0,6.9,2016,,
Northampton County,Virginia,51,131,7477.0,12118.0,23.3,172.0,729.0,80.7,0.4949,14.0,37011.0,23331.0,164600.0,4325.0,6.6,2016,,
Northumberland County,Virginia,51,133,8605.0,12272.0,33.9,62.0,675.0,84.7,0.434,60.0,54440.0,32238.0,256400.0,3570.0,5.6,2016,,
Nottoway County,Virginia,51,135,8916.0,15641.0,14.5,202.0,770.0,82.8,0.4391,22.0,36849.0,19256.0,125500.0,6166.0,11.2,2016,,
Orange County,Virginia,51,137,28791.0,34873.0,17.8,264.0,877.0,80.0,0.3918,97.0,66990.0,30361.0,236100.0,4278.0,8.1,2016,,
Page County,Virginia,51,139,22769.0,23759.0,19.1,90.0,700.0,82.0,0.4006,30.0,45030.0,22683.0,171300.0,380.0,7.5,2016,,
Patrick County,Virginia,51,141,16735.0,18180.0,21.4,152.0,556.0,83.3,0.4286,29.0,35999.0,20526.0,115300.0,1051.0,7.2,2016,,
Powhatan County,Virginia,51,145,24190.0,28286.0,14.3,70.0,937.0,84.2,0.3821,88.0,77684.0,32770.0,254200.0,3403.0,9.9,2016,,
Prince Edward County,Virginia,51,147,14697.0,23077.0,13.0,159.0,743.0,87.0,0.4535,127.0,42283.0,18789.0,151200.0,7526.0,30.8,2016,,
Prince George County,Virginia,51,149,22230.0,37664.0,10.6,325.0,1263.0,82.9,0.3894,246.0,64805.0,26721.0,205400.0,12157.0,9.8,2016,,
Pulaski County,Virginia,51,155,31666.0,34417.0,18.7,238.0,620.0,83.5,0.4265,13.0,49469.0,25738.0,136700.0,1820.0,8.2,2016,,
Rappahannock County,Virginia,51,157,6836.0,7416.0,23.5,60.0,1046.0,86.4,0.4543,14.0,58026.0,34886.0,362100.0,311.0,6.5,2016,,
Richmond County,Virginia,51,159,5906.0,8868.0,14.6,71.0,815.0,87.0,0.4473,25.0,44919.0,19191.0,153300.0,2312.0,7.8,2016,,
Roanoke County,Virginia,51,161,83351.0,93655.0,17.3,636.0,894.0,80.4,0.4269,100.0,60380.0,32220.0,189800.0,5398.0,7.8,2016,,
Russell County,Virginia,51,167,27209.0,27973.0,16.8,95.0,544.0,82.0,0.4389,14.0,38370.0,21171.0,94100.0,277.0,8.1,2016,,
Scott County,Virginia,51,169,21947.0,22378.0,19.3,58.0,517.0,83.7,0.4543,36.0,38017.0,20935.0,92200.0,151.0,8.3,2016,,
Shenandoah County,Virginia,51,171,40058.0,42857.0,17.9,565.0,770.0,81.2,0.4197,16.0,50450.0,26444.0,200100.0,913.0,8.1,2016,,
Smyth County,Virginia,51,173,30207.0,31513.0,17.7,327.0,572.0,81.2,0.4625,20.0,38906.0,22161.0,91100.0,679.0,8.2,2016,,
Stafford County,Virginia,51,179,96726.0,139548.0,8.1,1299.0,1466.0,76.5,0.3775,439.0,97528.0,37782.0,314800.0,23914.0,11.4,2016,,
Surry County,Virginia,51,181,3508.0,6731.0,17.7,54.0,829.0,83.9,0.3665,13.0,56632.0,25838.0,166600.0,3104.0,7.3,2016,,
Sussex County,Virginia,51,183,4514.0,11733.0,10.8,44.0,736.0,93.4,0.4433,38.0,37917.0,16653.0,128300.0,6660.0,10.3,2016,,
Tazewell County,Virginia,51,185,41090.0,43367.0,16.9,223.0,610.0,83.1,0.4939,62.0,38238.0,23548.0,94400.0,1318.0,8.9,2016,,
Warren County,Virginia,51,187,35282.0,38807.0,13.4,278.0,939.0,79.9,0.4018,63.0,63734.0,29179.0,223300.0,1520.0,9.3,2016,,
Washington County,Virginia,51,191,52516.0,54562.0,18.8,412.0,626.0,83.4,0.447,46.0,43835.0,25287.0,136600.0,699.0,8.5,2016,,
Westmoreland County,Virginia,51,193,12016.0,17528.0,21.4,126.0,1012.0,79.6,0.4357,78.0,51566.0,29824.0,198300.0,4728.0,8.4,2016,,
Wise County,Virginia,51,195,37110.0,40074.0,13.8,224.0,634.0,82.4,0.4815,35.0,36352.0,20896.0,86000.0,2115.0,10.4,2016,,
Wythe County,Virginia,51,197,27709.0,29171.0,18.0,224.0,617.0,80.5,0.4653,36.0,42888.0,24431.0,128200.0,987.0,7.3,2016,,
Alexandria City,Virginia,51,510,95026.0,151473.0,8.9,4053.0,1611.0,82.5,0.4461,240.0,89200.0,55534.0,520700.0,32678.0,5.8,2016,,
Bristol City,Virginia,51,520,15480.0,17340.0,16.6,280.0,669.0,80.2,0.469,36.0,35801.0,21865.0,109100.0,1160.0,8.1,2016,,
Chesapeake City,Virginia,51,550,145131.0,233194.0,10.4,2011.0,1180.0,77.7,0.4048,455.0,69978.0,30764.0,256500.0,69273.0,9.9,2016,,
Colonial Heights City,Virginia,51,570,13707.0,17554.0,17.6,306.0,965.0,78.5,0.4178,106.0,49639.0,27209.0,166800.0,2329.0,8.5,2016,,
Covington City,Virginia,51,580,4610.0,5650.0,16.4,35.0,590.0,80.3,0.4533,0.0,34703.0,21512.0,70900.0,835.0,11.6,2016,,
Falls Church City,Virginia,51,610,10472.0,13597.0,9.8,245.0,1569.0,75.6,0.4689,0.0,115244.0,66104.0,724000.0,742.0,7.9,2016,,
Galax City,Virginia,51,640,6097.0,6858.0,18.1,17.0,542.0,77.0,0.5341,3.0,31110.0,20796.0,101600.0,470.0,3.0,2016,,
Hampton City,Virginia,51,650,57799.0,136789.0,11.8,2424.0,1032.0,79.2,0.4291,531.0,49890.0,25943.0,187700.0,68872.0,13.0,2016,,
Hopewell City,Virginia,51,670,11701.0,22332.0,13.8,402.0,820.0,75.9,0.4464,48.0,40814.0,21827.0,125400.0,8706.0,8.4,2016,,
Lexington City,Virginia,51,678,5942.0,7036.0,7.5,82.0,765.0,97.6,0.519,0.0,34464.0,15745.0,230500.0,642.0,69.2,2016,,
Lynchburg City,Virginia,51,680,51300.0,78755.0,11.9,1078.0,782.0,81.2,0.4897,201.0,40728.0,22016.0,149600.0,22362.0,24.8,2016,,
Martinsville City,Virginia,51,690,6657.0,13551.0,17.4,181.0,629.0,77.8,0.5147,35.0,31719.0,22221.0,88700.0,6295.0,8.0,2016,,
Norfolk City,Virginia,51,710,117165.0,245724.0,7.9,4192.0,980.0,82.2,0.4854,1117.0,45268.0,25450.0,193100.0,103652.0,21.7,2016,,
Norton City,Virginia,51,720,3469.0,3978.0,18.5,63.0,574.0,80.0,0.4851,3.0,26000.0,19522.0,92500.0,237.0,6.2,2016,,
Petersburg City,Virginia,51,730,5420.0,31997.0,12.9,622.0,857.0,80.0,0.4801,98.0,32169.0,20464.0,111300.0,24578.0,10.3,2016,,
Poquoson City,Virginia,51,735,11396.0,12068.0,16.8,57.0,1140.0,80.6,0.4069,6.0,84643.0,39020.0,301800.0,129.0,6.8,2016,,
Portsmouth City,Virginia,51,740,39135.0,96071.0,11.5,1561.0,977.0,77.4,0.4245,408.0,47050.0,23878.0,169400.0,50626.0,11.4,2016,,
Radford City,Virginia,51,750,14509.0,17186.0,7.1,232.0,762.0,90.0,0.5616,7.0,31457.0,18108.0,153900.0,1710.0,43.2,2016,,
Richmond City,Virginia,51,760,95796.0,216773.0,9.9,4388.0,916.0,82.3,0.5428,1004.0,41187.0,29011.0,199300.0,105384.0,13.8,2016,,
Roanoke City,Virginia,51,770,63336.0,99329.0,12.6,1595.0,748.0,79.0,0.464,272.0,39201.0,23611.0,133000.0,28073.0,8.4,2016,,
Salem City,Virginia,51,775,22248.0,25290.0,16.0,252.0,842.0,81.9,0.4458,20.0,52351.0,28892.0,173800.0,1951.0,13.0,2016,,
Suffolk City,Virginia,51,800,45514.0,87061.0,11.7,1097.0,1052.0,76.6,0.4268,148.0,65435.0,30331.0,236600.0,36522.0,8.8,2016,,
Virginia Beach City,Virginia,51,810,304213.0,449733.0,10.7,6728.0,1258.0,78.7,0.4148,1187.0,67719.0,33250.0,262200.0,85906.0,11.0,2016,,
Winchester City,Virginia,51,840,22131.0,27349.0,13.1,655.0,937.0,79.0,0.4623,102.0,46466.0,26984.0,218600.0,2642.0,11.7,2016,,
Fairfax County,Virginia,51,59,713476.0,1132887.0,10.6,11853.0,1779.0,77.9,0.4224,2218.0,114329.0,51851.0,516800.0,107346.0,8.5,2016,,
Fairfax City,Virginia,51,600,16385.0,23620.0,12.9,201.0,1750.0,81.1,0.4017,99.0,104065.0,45222.0,487700.0,1136.0,9.0,2016,,
Rockingham County,Virginia,51,165,73682.0,78427.0,16.4,695.0,826.0,78.8,0.4266,215.0,55029.0,27160.0,200900.0,1637.0,9.4,2016,,
Harrisonburg City,Virginia,51,660,43920.0,51979.0,7.2,1011.0,834.0,84.7,0.47,59.0,40494.0,18892.0,197400.0,3542.0,33.3,2016,,
James City County,Virginia,51,95,57738.0,71900.0,21.8,643.0,1214.0,80.9,0.441,298.0,80226.0,41314.0,318700.0,9505.0,8.0,2016,,
Williamsburg City,Virginia,51,830,11207.0,14988.0,15.7,194.0,1093.0,87.8,0.5281,31.0,50091.0,25548.0,319500.0,2223.0,37.3,2016,,
Prince William County,Virginia,51,153,268015.0,443630.0,7.4,4411.0,1581.0,74.3,0.3766,1529.0,98546.0,37063.0,345900.0,91551.0,9.1,2016,,
Manassas City,Virginia,51,683,28650.0,41149.0,7.0,532.0,1376.0,75.6,0.3901,333.0,74371.0,29365.0,293500.0,5660.0,9.8,2016,,
Manassas Park City,Virginia,51,685,10533.0,15827.0,6.2,220.0,1551.0,72.6,0.3662,21.0,75027.0,28851.0,257800.0,2055.0,8.9,2016,,
Rockbridge County,Virginia,51,163,20977.0,22450.0,23.3,293.0,685.0,84.4,0.4589,22.0,52478.0,29603.0,193300.0,580.0,7.6,2016,,
Buena Vista City,Virginia,51,530,5934.0,6610.0,15.7,153.0,709.0,83.9,0.4431,0.0,29109.0,16405.0,112400.0,110.0,16.7,2016,,
Spotsylvania County,Virginia,51,177,95246.0,129181.0,10.9,850.0,1368.0,76.6,0.3836,560.0,79742.0,32367.0,252900.0,20763.0,9.1,2016,,
Fredericksburg City,Virginia,51,630,17816.0,27853.0,9.3,583.0,1096.0,76.8,0.4751,54.0,53980.0,30480.0,321500.0,6446.0,15.1,2016,,
Augusta County,Virginia,51,15,69292.0,74330.0,17.6,395.0,866.0,82.6,0.4378,171.0,56802.0,28601.0,199700.0,2993.0,8.2,2016,,
Staunton City,Virginia,51,790,20197.0,24234.0,18.8,293.0,799.0,81.0,0.461,71.0,42948.0,26678.0,163000.0,2723.0,6.9,2016,,
Waynesboro City,Virginia,51,820,17478.0,21366.0,15.0,397.0,801.0,75.8,0.3912,27.0,45097.0,22967.0,158800.0,2702.0,7.4,2016,,
Pittsylvania County,Virginia,51,143,46715.0,62392.0,18.2,362.0,652.0,81.9,0.4243,35.0,43087.0,22650.0,114400.0,13207.0,8.0,2016,,
Danville City,Virginia,51,590,19358.0,42360.0,16.3,643.0,602.0,78.8,0.4929,64.0,33721.0,21742.0,90800.0,20807.0,10.2,2016,,
Greensville County,Virginia,51,81,4584.0,11698.0,10.5,34.0,678.0,86.8,0.3982,36.0,40559.0,15988.0,95900.0,6833.0,10.7,2016,,
Emporia City,Virginia,51,595,1787.0,5565.0,13.7,181.0,705.0,77.6,0.5373,0.0,27169.0,18608.0,122600.0,3559.0,10.8,2016,,
Albemarle County,Virginia,51,3,84955.0,104287.0,14.9,1156.0,1156.0,80.4,0.4709,250.0,70342.0,38039.0,317300.0,9747.0,12.2,2016,,
Charlottesville City,Virginia,51,540,32001.0,45538.0,8.3,757.0,1030.0,85.8,0.5127,163.0,50727.0,30729.0,280100.0,8501.0,21.4,2016,,
Bedford County,Virginia,51,19,69167.0,76933.0,18.5,390.0,759.0,81.7,0.4314,93.0,56725.0,29561.0,196900.0,5345.0,7.8,2016,,
Bedford City,Virginia,51,515,,,,,,,,,,,,,,2016,,
Halifax County,Virginia,51,83,21442.0,35305.0,19.0,181.0,571.0,80.1,0.4508,85.0,37001.0,20706.0,109200.0,12979.0,8.1,2016,,
Southampton County,Virginia,51,175,11194.0,18291.0,16.2,152.0,741.0,83.3,0.4275,43.0,51032.0,24018.0,161500.0,6482.0,7.5,2016,,
Franklin City,Virginia,51,620,3226.0,8413.0,16.6,141.0,850.0,76.0,0.4623,0.0,38333.0,23182.0,171700.0,4930.0,8.9,2016,,
Alleghany County,Virginia,51,5,14745.0,15919.0,22.1,57.0,636.0,82.2,0.4314,2.0,45538.0,25220.0,111500.0,829.0,7.1,2016,,
York County,Virginia,51,199,51476.0,66919.0,13.0,694.0,1403.0,78.2,0.3881,159.0,83410.0,36722.0,314400.0,8771.0,10.5,2016,,
Newport News City,Virginia,51,700,90072.0,181606.0,9.9,3375.0,972.0,77.5,0.4324,538.0,50089.0,25520.0,189000.0,73309.0,13.7,2016,,
Adams County,Washington,53,1,13538.0,19100.0,9.6,160.0,697.0,67.8,0.4125,342.0,47554.0,17781.0,146400.0,122.0,10.6,2016,,
Asotin County,Washington,53,3,20759.0,22113.0,20.1,236.0,708.0,81.4,0.4335,240.0,45550.0,25760.0,177600.0,63.0,7.9,2016,,
Benton County,Washington,53,5,150774.0,187519.0,12.3,1473.0,855.0,75.5,0.4343,1342.0,61147.0,29529.0,188300.0,2674.0,9.3,2016,,
Chelan County,Washington,53,7,67799.0,74761.0,16.2,524.0,792.0,77.8,0.4531,922.0,51845.0,26109.0,246100.0,370.0,9.3,2016,,
Clallam County,Washington,53,9,64423.0,72969.0,25.4,922.0,854.0,84.0,0.4291,3425.0,47180.0,26967.0,220200.0,775.0,8.2,2016,,
Clark County,Washington,53,11,381593.0,450893.0,12.7,5961.0,1022.0,77.1,0.4259,2841.0,62879.0,30207.0,249400.0,8486.0,8.6,2016,,
Columbia County,Washington,53,13,3594.0,3971.0,26.6,51.0,745.0,84.9,0.4604,21.0,42083.0,26536.0,162200.0,15.0,9.0,2016,,
Cowlitz County,Washington,53,15,93319.0,102854.0,17.0,1332.0,785.0,79.6,0.4357,1209.0,49127.0,24756.0,180000.0,634.0,8.3,2016,,
Douglas County,Washington,53,17,28917.0,40101.0,14.9,200.0,800.0,75.5,0.3851,390.0,53758.0,23966.0,214900.0,152.0,8.6,2016,,
Ferry County,Washington,53,19,5819.0,7639.0,22.3,107.0,629.0,84.2,0.4479,1186.0,39555.0,21146.0,164400.0,13.0,9.7,2016,,
Franklin County,Washington,53,21,61659.0,87810.0,7.5,706.0,829.0,70.3,0.4023,438.0,58284.0,20997.0,169700.0,2046.0,10.1,2016,,
Garfield County,Washington,53,23,2132.0,2231.0,22.1,16.0,586.0,76.0,0.3574,7.0,51395.0,23313.0,138500.0,0.0,0.6,2016,,
Grant County,Washington,53,25,65396.0,92530.0,11.9,867.0,717.0,73.2,0.4083,1015.0,50145.0,20409.0,153800.0,642.0,10.2,2016,,
Grays Harbor County,Washington,53,27,62665.0,71233.0,17.4,799.0,750.0,81.6,0.4504,3287.0,44521.0,23799.0,159400.0,756.0,8.2,2016,,
Island County,Washington,53,29,68488.0,80113.0,20.9,976.0,1085.0,82.4,0.425,877.0,60261.0,32503.0,295800.0,2416.0,10.7,2016,,
Jefferson County,Washington,53,31,27602.0,30333.0,31.4,310.0,862.0,87.9,0.4539,607.0,50928.0,30871.0,291200.0,278.0,5.8,2016,,
King County,Washington,53,33,1397436.0,2079550.0,10.7,32339.0,1273.0,80.9,0.4682,14581.0,78800.0,43629.0,407400.0,127902.0,8.8,2016,,
Kitsap County,Washington,53,35,210358.0,257488.0,14.4,3199.0,1081.0,81.4,0.4267,2996.0,65017.0,32801.0,262400.0,6273.0,12.2,2016,,
Kittitas County,Washington,53,37,38315.0,42785.0,14.0,672.0,857.0,83.7,0.4564,341.0,47898.0,25147.0,246300.0,484.0,22.5,2016,,
Klickitat County,Washington,53,39,19093.0,20930.0,20.9,289.0,787.0,81.6,0.3857,560.0,49633.0,23227.0,197500.0,142.0,7.2,2016,,
Lewis County,Washington,53,41,69619.0,75724.0,18.8,815.0,822.0,79.9,0.4209,515.0,44526.0,22947.0,174800.0,588.0,8.4,2016,,
Lincoln County,Washington,53,43,9739.0,10326.0,23.3,83.0,662.0,81.5,0.4066,124.0,47676.0,25382.0,145300.0,35.0,6.2,2016,,
Mason County,Washington,53,45,51497.0,61060.0,20.0,433.0,897.0,82.7,0.4323,2050.0,51764.0,25628.0,201800.0,1118.0,8.3,2016,,
Okanogan County,Washington,53,47,30875.0,41299.0,19.6,322.0,630.0,79.0,0.4459,4058.0,41158.0,22544.0,165300.0,251.0,7.7,2016,,
Pacific County,Washington,53,49,18523.0,20743.0,27.4,256.0,703.0,84.7,0.4241,377.0,38387.0,22187.0,159200.0,62.0,6.9,2016,,
Pend Oreille County,Washington,53,51,11962.0,13001.0,23.5,73.0,768.0,82.5,0.4472,475.0,46036.0,24163.0,181700.0,30.0,6.4,2016,,
Pierce County,Washington,53,53,619585.0,832896.0,11.4,11056.0,1068.0,78.1,0.4257,10151.0,61468.0,29750.0,239400.0,55676.0,10.3,2016,,
San Juan County,Washington,53,55,14866.0,16056.0,29.9,151.0,955.0,87.8,0.4954,145.0,58029.0,40327.0,456800.0,110.0,5.2,2016,,
Skagit County,Washington,53,57,101897.0,120475.0,17.5,1623.0,970.0,80.0,0.4361,1958.0,56433.0,28586.0,255100.0,942.0,8.5,2016,,
Skamania County,Washington,53,59,10549.0,11316.0,17.1,113.0,723.0,81.7,0.4557,263.0,53082.0,28556.0,243000.0,104.0,6.7,2016,,
Snohomish County,Washington,53,61,591763.0,758649.0,10.7,9362.0,1197.0,79.1,0.4102,7368.0,73528.0,33883.0,309800.0,20511.0,9.0,2016,,
Spokane County,Washington,53,63,431646.0,485859.0,13.3,6796.0,805.0,79.2,0.4518,6487.0,50550.0,26860.0,186500.0,8754.0,10.6,2016,,
Stevens County,Washington,53,65,38901.0,43744.0,20.5,410.0,674.0,79.6,0.4161,2012.0,44115.0,22745.0,174800.0,200.0,7.1,2016,,
Thurston County,Washington,53,67,219735.0,266311.0,13.9,3650.0,1089.0,79.4,0.4083,4053.0,62854.0,30583.0,242900.0,7963.0,9.2,2016,,
Wahkiakum County,Washington,53,69,3761.0,4051.0,32.2,29.0,665.0,88.4,0.4459,101.0,48116.0,27619.0,197000.0,5.0,9.5,2016,,
Walla Walla County,Washington,53,71,50996.0,59809.0,14.1,762.0,775.0,80.7,0.4579,520.0,48705.0,24736.0,191700.0,946.0,13.4,2016,,
Whatcom County,Washington,53,73,177367.0,209729.0,14.5,2382.0,938.0,81.6,0.4507,6455.0,54207.0,27810.0,283000.0,2059.0,14.7,2016,,
Whitman County,Washington,53,75,39433.0,47494.0,8.8,538.0,719.0,86.6,0.4966,243.0,38636.0,20957.0,188100.0,962.0,36.6,2016,,
Yakima County,Washington,53,77,194173.0,247681.0,11.7,2434.0,776.0,72.4,0.4459,10044.0,45700.0,20653.0,160700.0,2431.0,10.5,2016,,
Barbour County,West Virginia,54,1,16308.0,16892.0,17.5,140.0,534.0,80.7,0.4449,116.0,36733.0,18602.0,99600.0,118.0,11.3,2016,,
Berkeley County,West Virginia,54,3,96609.0,110173.0,12.6,1151.0,936.0,77.3,0.4025,56.0,57148.0,27015.0,163800.0,8293.0,7.9,2016,,
Boone County,West Virginia,54,5,23239.0,23645.0,15.6,172.0,582.0,80.1,0.4646,5.0,37820.0,20711.0,72900.0,182.0,7.8,2016,,
Braxton County,West Virginia,54,7,14208.0,14463.0,19.0,62.0,506.0,82.2,0.4343,10.0,38092.0,20178.0,84500.0,49.0,7.5,2016,,
Brooke County,West Virginia,54,9,22699.0,23473.0,18.8,154.0,590.0,83.2,0.4127,12.0,46265.0,24428.0,89200.0,390.0,10.5,2016,,
Cabell County,West Virginia,54,11,88036.0,96623.0,14.7,1185.0,688.0,81.2,0.5028,157.0,37760.0,23853.0,114000.0,4764.0,13.6,2016,,
Calhoun County,West Virginia,54,13,7365.0,7482.0,21.5,18.0,570.0,85.3,0.4217,9.0,39384.0,20640.0,80000.0,12.0,6.6,2016,,
Clay County,West Virginia,54,15,8850.0,9033.0,18.2,110.0,461.0,79.6,0.4306,48.0,33639.0,16980.0,77700.0,3.0,7.1,2016,,
Doddridge County,West Virginia,54,17,8028.0,8363.0,16.3,21.0,545.0,84.5,0.4123,6.0,39381.0,19703.0,95700.0,98.0,12.4,2016,,
Fayette County,West Virginia,54,19,42205.0,45192.0,16.5,305.0,560.0,82.0,0.4326,129.0,37846.0,20286.0,81300.0,2304.0,8.0,2016,,
Gilmer County,West Virginia,54,21,7228.0,8497.0,11.7,48.0,549.0,89.2,0.459,24.0,37286.0,17361.0,84500.0,920.0,14.6,2016,,
Grant County,West Virginia,54,23,11526.0,11770.0,20.9,27.0,557.0,82.5,0.4124,0.0,38703.0,20648.0,130700.0,174.0,8.8,2016,,
Greenbrier County,West Virginia,54,25,33533.0,35580.0,19.9,424.0,638.0,81.9,0.4654,0.0,40026.0,23204.0,110000.0,887.0,7.6,2016,,
Hampshire County,West Virginia,54,27,22793.0,23455.0,18.1,350.0,543.0,81.3,0.4354,97.0,32177.0,19997.0,125600.0,276.0,7.5,2016,,
Hancock County,West Virginia,54,29,28654.0,30024.0,17.9,155.0,632.0,81.1,0.4336,24.0,40316.0,24041.0,86600.0,702.0,7.4,2016,,
Hardy County,West Virginia,54,31,13106.0,13942.0,18.7,146.0,613.0,81.0,0.4313,17.0,39840.0,21956.0,121100.0,580.0,6.8,2016,,
Harrison County,West Virginia,54,33,65807.0,68775.0,15.5,551.0,667.0,79.6,0.4637,135.0,44845.0,25702.0,102900.0,1243.0,7.8,2016,,
Jackson County,West Virginia,54,35,28517.0,29199.0,17.4,79.0,588.0,79.7,0.4403,141.0,40949.0,22591.0,113400.0,21.0,7.9,2016,,
Jefferson County,West Virginia,54,37,48881.0,55531.0,13.2,436.0,891.0,78.4,0.4152,98.0,69753.0,32227.0,215300.0,3758.0,9.1,2016,,
Kanawha County,West Virginia,54,39,168005.0,189636.0,16.1,1773.0,703.0,81.2,0.4691,373.0,46528.0,28030.0,107100.0,9900.0,8.3,2016,,
Lewis County,West Virginia,54,41,16007.0,16422.0,18.0,68.0,549.0,80.2,0.433,41.0,37827.0,20954.0,93100.0,52.0,7.9,2016,,
Lincoln County,West Virginia,54,43,21162.0,21482.0,16.3,87.0,492.0,78.4,0.4352,16.0,36232.0,19416.0,82400.0,113.0,7.2,2016,,
Logan County,West Virginia,54,45,33957.0,35166.0,15.3,203.0,581.0,80.9,0.4557,83.0,37262.0,20843.0,85600.0,662.0,7.7,2016,,
McDowell County,West Virginia,54,47,18060.0,20273.0,16.5,89.0,516.0,83.1,0.4722,22.0,25206.0,14259.0,33600.0,1903.0,7.3,2016,,
Marion County,West Virginia,54,49,53195.0,56716.0,16.0,453.0,715.0,81.4,0.4341,38.0,46430.0,24250.0,107100.0,2081.0,11.6,2016,,
Marshall County,West Virginia,54,51,31505.0,32296.0,17.2,243.0,600.0,81.0,0.4222,131.0,44464.0,23166.0,98100.0,312.0,7.7,2016,,
Mason County,West Virginia,54,53,26370.0,27060.0,17.5,191.0,532.0,80.1,0.4332,16.0,37322.0,20253.0,76900.0,126.0,7.2,2016,,
Mercer County,West Virginia,54,55,56043.0,61476.0,17.6,340.0,598.0,80.7,0.4535,212.0,37255.0,21190.0,87400.0,3702.0,9.4,2016,,
Mineral County,West Virginia,54,57,26212.0,27606.0,18.2,532.0,557.0,81.2,0.4314,2.0,36153.0,20093.0,128300.0,923.0,10.2,2016,,
Mingo County,West Virginia,54,59,24538.0,25549.0,14.8,80.0,592.0,78.4,0.4726,17.0,32441.0,19502.0,70600.0,389.0,7.9,2016,,
Monongalia County,West Virginia,54,61,92708.0,102827.0,9.4,899.0,764.0,85.2,0.5259,137.0,47060.0,28041.0,170700.0,4031.0,24.0,2016,,
Monroe County,West Virginia,54,63,13179.0,13496.0,21.9,35.0,579.0,82.7,0.4262,50.0,35995.0,21257.0,102500.0,89.0,7.0,2016,,
Morgan County,West Virginia,54,65,17026.0,17514.0,19.8,115.0,763.0,81.6,0.4312,13.0,43234.0,23966.0,168900.0,156.0,7.0,2016,,
Nicholas County,West Virginia,54,67,25090.0,25743.0,19.0,87.0,551.0,81.1,0.5003,46.0,39901.0,24244.0,87300.0,133.0,7.5,2016,,
Ohio County,West Virginia,54,69,40306.0,43257.0,16.7,720.0,592.0,82.0,0.5099,99.0,41986.0,28160.0,110000.0,1808.0,11.0,2016,,
Pendleton County,West Virginia,54,71,6981.0,7291.0,23.7,52.0,582.0,84.9,0.4856,0.0,37035.0,23325.0,106400.0,235.0,7.8,2016,,
Pleasants County,West Virginia,54,73,7428.0,7612.0,16.3,41.0,628.0,84.0,0.448,0.0,45191.0,23580.0,104300.0,10.0,8.3,2016,,
Pocahontas County,West Virginia,54,75,8326.0,8620.0,21.5,19.0,578.0,85.1,0.4374,0.0,36026.0,22328.0,113000.0,100.0,6.5,2016,,
Preston County,West Virginia,54,77,31634.0,33793.0,15.7,151.0,586.0,82.4,0.4174,139.0,45221.0,21716.0,105900.0,1522.0,7.3,2016,,
Putnam County,West Virginia,54,79,54756.0,56743.0,15.3,359.0,765.0,79.5,0.4383,51.0,56640.0,29173.0,151800.0,824.0,7.2,2016,,
Raleigh County,West Virginia,54,81,68855.0,78051.0,15.9,303.0,659.0,80.3,0.452,277.0,41533.0,22590.0,105500.0,6223.0,7.9,2016,,
